action,object1,object2,effect
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Cube_2', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Cuboid', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Prism', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_19', 'point', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Cuboid', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_19', 'point', 'Fixed', 'Plastic']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Tablefork_19', 'line', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Cuboid', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Tablefork_19', 'line', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Tablefork_19', 'line', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Cube_2', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_19', 'point', 'Fixed', 'Plastic']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
